text,index,section,completion
The American Idiot record turns twelve today it changed my preppy middle school heart into a desolate punk rock desert I am forever grateful,1618,tweet,1
@LacesUntied_ yea lol catchy you fret,1619,tweet,1
@EmmaHobbs1 I did that! 3 days later my order isn't even in the same postcode as me ,1620,tweet,1
Turns out 'it' wasn't even anything to be concerned about at all. Im happy and a bit frustrated it took so long to get this answer.,1621,tweet,1
It's so funny cause Cooper's going to go farther than the people who bully her,1622,tweet,1
"Donating to Trump puts a damper on a very exciting @Cubs season. Really bad look, Ricketts family.",1623,tweet,1
@DailyMirror i love how theres no outrage that it's a white man but if it was a black man them BLM would be all over it regardless of reason,1624,tweet,1
"I envy ice, at least if you give it warmth it melts #TaylorLautner #Twilight  #quote",1625,tweet,1
Can't wait to be in my Ninja turtle costume raging at OSU again this Halloween 😈,1626,tweet,1
@TedLeitner @jesseagler You two are TEN TIMES more interesting than those particular afternoon goofballs (I could say worse). ,1627,tweet,1
@addy_caylen I told her I wasn't fighting her Bc I'm not trashy and she keeps tryna threaten me lmfao,1628,tweet,1
Forever angry that gh ruined Molly and morgan's bond/friendship ,1629,tweet,1
@ThatAnt_ @Football_Pollss i have hit a lot of irate villa fans lol,1630,tweet,1
@88Palouseriver @ABC @NRA I rejoice everything time some moron is taken out of the genetics pool.,1631,tweet,1
"LGBTQ media should inform, inspire, entertain &amp;unite our community. It shouldn't give platform 2 those whose goal is 2 offend us 4 attention",1632,tweet,1
#blackish always has me #rollin ,1633,tweet,1
@JordySloan love that Jordy #revenge ⚽️,1634,tweet,1
My favorite insult I get is from straight white men and it's usually 'tall/fat lesbian' 😂 You intimidated bro?,1635,tweet,1
"@Beetrootrabbit it was, work was an awful reality on the Tuesday @verilyberrily @emmmmerla, thanks so much for coming! xx",1636,tweet,1
Yo this 3 v 3 overtime in hockey got me sweaty damn this ish exhilarating,1637,tweet,1
I am their fury. I am their patience. I am a conversation.,1638,tweet,1
Realizing that holding a grudge for long is immaturity is wisdom,1639,tweet,1
@stoozyboy1 @chris_sutton73 😂😂 Oh the zombie rage 😂,1640,tweet,1
remember when that guy got #angry that i kept saying gary sanchez was the best baseball player in the world... lmao,1641,tweet,1
@wowairsupport it world be great if the live support was actually helpful ,1642,tweet,1
Controlling #anger is a sign of those #righteous people promised #Paradise in the #Quran in Surah Al Imran verses 133-134 #reward #goodDeed,1643,tweet,1
@moocowward @mrsajhargreaves @Melly77 @GaryBarlow if he can't come to my Mum'a 60th after 25k tweets then why should I 🙈 #bitter #soreloser,1644,tweet,1
@yupdats_jess @nereriveraa_ this doesn't concern you OR your sister. So show up if you want too lol.,1645,tweet,1
Love all the ex United managers on Twitter who form our fanbase. Honestly I despair at times. Just back the fucking team eh #MUFC,1646,tweet,1
"Really.....#Jumanji 2....w/ The Rock, Jack Black, and Kevin Hart...are you kidding me! WTF! #ThisIsATerribleIdea ",1647,tweet,1
Oh daaaaaaamn @SophiaBush! #getitgirl #girlpower #anger #rawr #ChicagoPD,1648,tweet,1
felt a bit shit getting a very high blood sugar then i remembered it's my first one above 15 this week which is incredible for me! #happy,1649,tweet,1
Finding out my two best Fwendz are going to rage with me at @lifeisbeautiful makes this last week of no sleep extra worth it,1650,tweet,1
The outrage over Kessel's tweet by butthurt USA players is hilarious.,1651,tweet,1
@lilymooregrant u used to chirp me for drinking it u hoe,1652,tweet,1
"Hopefully next time we play a L1 team, 1 of the players scores, takes his shirt off &amp;jumps into away end purely to wind up the joyless cunts",1653,tweet,1
@omgitsbrittanyy @WittLowry u probably irritate the shit out of him always talking to him. He could probably give 2 shits about u lol 🖕🏻,1654,tweet,1
@notquitefrodo @dominictarason I remember TAs in the gamedev program said he had temper tantrums in class all the time lol,1655,tweet,1
i resent being tired and annoyed that the word Wiener is splashed across the news. this should be a slam-dunk for me,1656,tweet,1
@Thatguy_dree @RecklessWonder_ neither one of y'all can see me in this madden,1657,tweet,1
California sissified pages: ruling class separation in passage to dispirit attestative alphanumeric code: WyrdljPyu,1658,tweet,1
@wcsportscamp I lol'ed.  Privileged exasperation should be bottled and sold.,1659,tweet,1
@israelradioguy @WearingWelcome @SkipBaylessSux U blocking doesnt diminish the hilarity of his observation.Or your child-like response to it,1660,tweet,1
"@littlemore20 I had a nice Italian ice-cream whilst resting my tired paws. Honey flavoured, naturally! #FurryTails #lost #Venice.",1661,tweet,1
I be trying to not stay playing madden and 2k 17 but its just so addictive 😭😭,1662,tweet,1
@CorningFootball  IT'S GAME DAY!!!!      T MINUS 14:30  #relentless,1663,tweet,1
Well this is flipping great! Flipping standstill on the freeway!  #stepofftheledge #youvegottobekiddingme,1664,tweet,1
"@savageimiike one of my favorite songs brother, real talk. #rage",1665,tweet,1
"@lydss_xx @tharealversace @fatbellybella fuckin luv incense, this is me as fuck 😂",1666,tweet,1
It's #ThirstyThursday which means it's time to #rage. Get ready for tonight with personal #hydration. Book now. 305-912-4937. #itslit #miami,1667,tweet,1
"@keprdad  BTW, George W Bush left office in ,09. We have had terrific leadership under Barack Obama. Keep America Great.",1668,tweet,1
@TamraBarney @ShannonBeador @RHOC_KellyDodd Tamra would F her up if she swung on Tamra\nKelly is a piece of 💩 #needstobeadmitted ,1669,tweet,1
"@CNBCFastMoney Harwood gleeful at these new numbers, bet your money on this reporting...look to lose it...@HillaryClinton liarthiefscoundrel",1670,tweet,1
"@SquidWasTaken Pfft- Yeye, i'm a sucker for bright yellow, red, pink, and blues when it comes to coloring or backgrounds haaa",1671,tweet,1
@OrbsOfJoy plan a date... like a date u find pleasing or smth. fuckign\n\n10/10. because the child will grow to be a ten out of ten,1672,tweet,1
@Takadad2 Hahaha!\rHe is a bully though!\rLike really a bully.\rOnly Sugita tamed the bully in him.,1673,tweet,1
@RVAGameBreak @GAHSBasketball @GAJagsFootball  \nGo Jags!!🐆 I think we have a good shot of beating Deep Run tomorrow! #revenge,1674,tweet,1
"•Days!'\nHe was itching for a fight..itching for the exhilaration of battle, of almost getting defeated, the adrenaline pumping•\n@RojinHitto",1675,tweet,1
It's not a panic situation let's be honest. How shit are they. We just have Rooney up front 😂😂😂😂,1676,tweet,1
no offense but could troye start dming people so i can feel like less of an idiot when i dm him thanks,1677,tweet,1
"@Klipto the orange one is #poisonous and #bitter. You shouldn't judge the #blue one by how it looks but by how it tastes, #delicious.",1678,tweet,1
@xandraaa5 @amayaallyn6 shut up hashtags are cool ,1679,tweet,1
@SharadK7 awaiting to see ur new avataar #rowdy #action #angry young man,1680,tweet,1
y'all shabazz's name in my phone is 'easy breezy beautiful' &amp; I will not apologize.,1681,tweet,1
one month til someone's bday and i think it's time to flaunt that I got them something pretty awesome #revenge,1682,tweet,1
I thought I got mad for anything but my bf gets mad over any little thing lmfao shit be hilarious,1683,tweet,1
@WinchesterGank If only. Lol I just wish once he understood the crazy of his rabid fans &amp; addressed it.,1684,tweet,1
Mia has the worst road rage I have ever seen and she gets so mad when I put my hands on her windows lol,1685,tweet,1
@SopanDeb @johnrobertsFox @azizansari Let's not stereotype all South Asians as relentless beat reporters.,1686,tweet,1
A not very young man compiled info on a smiling baby then a mattress created new evil.,1687,tweet,1
"@WhoIsThisCaleb you could leap to your feet dramatically, plant one foot on the seat of your chair, and let out that jaunty tune!",1688,tweet,1
"Kudos to TC for benching Bruce. He isn't helping the team, so he rides pine. We have games to win. Discussion over. #Mets",1689,tweet,1
Finally made my #fury #warrior guide. Let me know your thoughts,1690,tweet,1
A former diplomat is quite gleeful about the situation of Pakistan on @TimesNow\nNot quite stiff upper lip of diplomacy seen normally,1691,tweet,1
@EngrNabeeel then rejoicing now is a lil' bit prematured dont you think🤔🤔🤔,1692,tweet,1
For the first time in my madden career I just set up a farm account. Should make MOTM much easier,1693,tweet,1
Star trek online has a update to download oh fuming yay,1694,tweet,1
All the young people are so bitter about how the older contestants probably know how to make Bakewell Tarts 😂 #GBBO,1695,tweet,1
Brb going to sulk in bed until Friday,1696,tweet,1
Having a baby born too soon is #lifechanging 6 years on and it feels like only yesterday #sad #happy #angry #emotionalrollercoaster,1697,tweet,1
This girl was shaking her drink in the break room and it wasn't fully closed and yeah it's all over the place now including me😑😑😂,1698,tweet,1
Girls irritate me so much lol,1699,tweet,1
@BurmanAJ @AMANDAZUCKERMAN I'd rather see KYLE from bbcan play again and THAT is saying something #awful,1700,tweet,1
Id love 2 c Gyimah in action but his coach is holding a grudge against him!,1701,tweet,1
@FoxNews @SheriffClarke @FoxNewsInsider This man is an affront to our justice system.,1702,tweet,1
"You got some dick recently right, you're happy, you're not sick and you're smiling. Life is good' 😭😭😭",1703,tweet,1
@ManUtd Rooney needs to come off! Absolutely dreadful! 🙈🙈🙈 class goal from @carras16 @carras16 showing why he should be in the team!!,1704,tweet,1
"@airtelindia have some issues with my broadband bill ,I am charged for the month before I signed up with airtel.. #hilarious",1705,tweet,1
I sulk too much for my own good.,1706,tweet,1
@Theresa_Talbot @fleurrbie Haha...sorry about the dreadful puns... I need to get out more....I've been cooped up lately...,1707,tweet,1
"So much news about Pakistan, Afghanistan, etc. We need more cheery news about Frybread Stands!!! Everyone in media just so grim.",1708,tweet,1
@IrishTimesPol @IrishTimes Irish citizens boiling drinking water in 2016 leaves one foot firmly in the bog!,1709,tweet,1
@Who_JN I've been having a quad shot every day and can sleep right after... it's time to detox 😅 I get raging migraines without coffee :/,1710,tweet,1
@RossKemp great programme tonight  #upsetting #extremeworld,1711,tweet,1
How on earth can the projection of all that is good and happy and true in my soul be a poisonous fucking snake? #patronus #adder ,1712,tweet,1
Another loss to city in the cup next 🙈 😂😂 cmon united! ,1713,tweet,1
Everton not playing and fume on here have day off,1714,tweet,1
@TootingCommon stop!!! Don't make me laugh when I'm being sad.,1715,tweet,1
That defending was awful from us!,1716,tweet,1
Laudrup and his evil white companions rejoice.,1717,tweet,1
@dlrwills turn that frown upside down buddy 🙃.,1718,tweet,1
"@ChrisLoesch @DLoesch Modern Day book-burning without all that awful guilt. Oh, and now with more gleeful social sharing for the a$$hats.",1719,tweet,1
"After becoming boiling hot, after slowly melting, my heart is frozen.",1720,tweet,1
Martin Roth leaving V&amp;A shoes the effects of #Brexit: bright and talented foreigners made to feel unwelcome and leaving U.K. #c4news,1721,tweet,1
Still waiting to see if my @london2012track will make an appearance next week - two months today it was ordered  #badservice,1722,tweet,1
"it's horrible cos no one can relate,  everyone is happy and dandy in one way or another",1723,tweet,1
@TJ_FASHO lmao clown my own hair I'm going to dread lmao,1724,tweet,1
Well this is flipping great! Flipping standstill on the freeway! #anxiety #stepofftheledge #youvegottobekiddingme,1725,tweet,1
"He called me fat, so I pushed him into the lockers then he threaten to sue me' 😂",1726,tweet,1
He's intimidated by my work ethic I think he knows I want his spot 🤔😉😂😂,1727,tweet,1
Nothing more entertaining and frightening than a #bitter #alcoholic trying desperately to get your attention.....,1728,tweet,1
I'm going to get the weirdest thank you note--or worse--total silence and no acknowledgement. ,1729,tweet,1
... in the same speech.  However he did mention foreign hand and funding in terrorism in the country. 👍\n#ProudOfYouPrimeMinister,1730,tweet,1
